# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-01-01 00:00:00 PST,+10890.8+0.844317j,-0+0j,+784418+55443.7j,+0+0j,+0+0j,+0+0j,+784169+52081.2j,+6150.34+0.346909j,-0+0j,+777837+49834.9j,+0+0j,-0+0j,+321554+12206.7j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43108.1+21595.2j,+0+0j,+43115.2+21582.9j,+2.07812e-05-1.34989e-05j,-0+0j,+2.08245e-05-1.34636e-05j,+0+0j,+2.08281e-05-1.34548e-05j,+0+0j,+0+0j,+0+0j,+2.08194e-05-1.35203e-05j,+2.08164e-05-1.35005e-05j,+2.07978e-05-1.35372e-05j,+0+0j,+0+0j,+29083.3+9860.57j,+232274-31327.2j,-0+0j,+29086.6+9840.6j,+8070.86+0.870352j,-0+0j,+232104-31581.2j,+42910.7+21479.4j,+189026-53317.1j,-0+0j,+188947-53445.3j,+0+0j,+75093+53650.4j,+76736.2-132078j,+34539.2-132161j,+34479.7-132219j,+34411.8-132291j,+455449+32853.7j,+455312+32097.3j,+13830.1+3.71311j,+441378+31615.7j,+13830.7+1.67654j,+33709.4+9827.77j,+407031+19990.8j,+12691.6+1.6567j,+1.11801e-05+1.22727e-05j,-0+0j,+251251-176718j,+38705.3+132967j,+0+0j,+0+0j,+0+0j,-0+0j,+250739-177485j,+0+0j,+0+0j,+60222.4-218279j,+104793-34438.6j,+32462-218719j,+3.085e-09+1.37444e-08j,+32409.1-218824j,+428.924-219259j,+238.119-219696j,-0+0j,+120.054-219941j,+0+0j,+98460.9-34947j,-0+0j,+65207.2-35242.8j,+42709.5-35408.5j,+22441.8+49.7834j,-0+0j,+22440.7+27.411j,-0+0j,+22443.5+6.28651j,+13141.4+1.40999j,+25109.7+1.21495j,+25107.9+1.00626j,+8.39366e-06+2.69188e-06j,+8.39397e-06+2.68169e-06j,-0+0j,+13459.6+132879j,+0+0j,+0+0j,+47223.7+34.1523j,-33802.7+132819j,+24043.4+13.6161j,-0+0j,-33909.9+132785j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+278040-11381.6j,+795763+59700.7j,+455658+34347.4j,+290093-42789.1j,+13522+132923j
2016-01-01 22:00:00 PST,+17382.1+2.1432j,+0+0j,+846908-402007j,+0+0j,+0+0j,+0+0j,+847163-406589j,+10300.9+0.96024j,+0+0j,+837002-409637j,+0+0j,+0+0j,+352424-148262j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44121.6+22070.9j,+0+0j,+44100.5+22076.1j,-2.87563e-06-4.15761e-06j,+0+0j,-2.91807e-06-4.16595e-06j,+0+0j,-2.92254e-06-4.13809e-06j,+0+0j,+0+0j,+0+0j,-2.90943e-06-4.1177e-06j,-2.8923e-06-4.11018e-06j,-2.93233e-06-4.15357e-06j,+0+0j,+0+0j,+22882.2-21374j,+258774-167020j,+0+0j,+22879-21405j,+13142.2+2.24347j,+0+0j,+258563-167433j,+44172.9+22111.1j,+214181-189964j,+0+0j,+214068-190248j,+0+0j,+77509.7+55377.8j,+111621-208094j,+44852.4-208348j,+44727.8-208549j,+44580.9-208782j,+484558-268320j,+484576-269599j,+21661.4+8.57376j,+462894-270397j,+21661.8+3.98838j,+29899.2-21510.5j,+432035-251448j,+20184+4.03933j,+1.82983e-05+5.87558e-06j,+0+0j,+289413-415342j,+69053.7+211212j,+0+0j,+0+0j,+0+0j,+0+0j,+288112-417013j,+0+0j,+0+0j,+94659.8-229588j,+117512-99884.1j,+50569.8-230089j,+3.27321e-08+1.77487e-08j,+50515.5-230200j,+405.522-230663j,+237.753-231125j,+0+0j,+120.291-231393j,+0+0j,+106733-100692j,+0+0j,+54568.4-101161j,+18304.1-101429j,+36093.5+101.428j,+0+0j,+36087.4+57.9622j,+0+0j,+36088.5+15.2951j,+20883.3+3.36842j,+37086.8+12.5641j,+37084.4+8.76859j,+7.703e-06-1.19001e-05j,+7.68788e-06-1.19393e-05j,+0+0j,+31579+210808j,+0+0j,+0+0j,+74720.9+81.9634j,-43266.3+210558j,+38072.3+32.7164j,+0+0j,-43511.1+210354j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+307690-172321j,+864010-396068j,+484398-265722j,+359046-202445j,+31761.1+211008j
2016-01-01 23:00:00 PST,+14231.4+1.43612j,+0+0j,+756735-410416j,+0+0j,+0+0j,+0+0j,+756976-414420j,+8250.61+0.615537j,+0+0j,+748864-417084j,+0+0j,+0+0j,+317653-152705j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44202.8+22115j,+0+0j,+44185.2+22118.5j,-1.68503e-05+2.18062e-05j,+0+0j,-1.68801e-05+2.18083e-05j,+0+0j,-1.68791e-05+2.18207e-05j,+0+0j,+0+0j,+0+0j,-1.68724e-05+2.1832e-05j,-1.68881e-05+2.1822e-05j,-1.68902e-05+2.18244e-05j,+0+0j,+0+0j,+20457.8-21381j,+231632-168073j,+0+0j,+20454.7-21409.5j,+10661.5+1.47315j,+0+0j,+231445-168425j,+44274.5+22162j,+186983-190944j,+0+0j,+186885-191190j,+0+0j,+77702.2+55515.3j,+84140.4-209140j,+30437.2-209370j,+30310.6-209568j,+30165-209790j,+431213-270429j,+431227-271536j,+17890.6+5.92373j,+413322-272224j,+17891.2+2.71722j,+26328.3-21509.8j,+386175-252972j,+16552.7+2.71159j,-1.527e-05+1.65411e-05j,+0+0j,+251922-417038j,+60584.6+212119j,+0+0j,+0+0j,+0+0j,+0+0j,+250717-418610j,+0+0j,+0+0j,+75601.4-230648j,+98759.6-100420j,+40642-231129j,+4.51789e-09-4.63482e-10j,+40587.6-231242j,+429.574-231709j,+243.917-232178j,+0+0j,+123.147-232445j,+0+0j,+90071.6-101108j,+0+0j,+48156.5-101514j,+18543.4-101753j,+29446.1+77.8424j,+0+0j,+29443.1+43.3937j,+0+0j,+29445.6+10.1527j,+17132.2+2.25486j,+29962+4.64932j,+29960.1+3.35405j,-1.50795e-06+7.79455e-06j,-1.49794e-06+7.80841e-06j,+0+0j,+30241.9+211729j,+0+0j,+0+0j,+58990.3+50.9267j,-28882.7+211505j,+30070.1+20.3349j,+0+0j,-29113.6+211302j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+272963-176560j,+770686-405251j,+431097-268182j,+312991-203483j,+30419.2+211925j
2016-01-02 00:00:00 PST,+11360.9+0.915016j,+0+0j,+692580-415876j,+0+0j,+0+0j,+0+0j,+692789-419490j,+6400.37+0.370263j,+0+0j,+686512-421895j,+0+0j,+0+0j,+293176-155673j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44248.5+22140.3j,+0+0j,+44233.3+22142.6j,-1.2901e-05+9.25091e-06j,+0+0j,-1.29169e-05+9.27496e-06j,+0+0j,-1.29716e-05+9.27188e-06j,+0+0j,+0+0j,+0+0j,-1.29589e-05+9.27909e-06j,-1.29247e-05+9.29639e-06j,-1.29386e-05+9.31313e-06j,+0+0j,+0+0j,+18247.6-21382.6j,+212866-168765j,+0+0j,+18244.5-21409.1j,+8410.9+0.915649j,+0+0j,+212692-169078j,+44332.3+22190.9j,+168186-191586j,+0+0j,+168096-191807j,+0+0j,+77812+55593.7j,+65166.1-209825j,+20955.6-210041j,+20826.8-210237j,+20681.3-210452j,+393319-271675j,+393326-272668j,+14440.1+3.93075j,+378872-273285j,+14440.8+1.76903j,+23060.3-21505.8j,+355073-253841j,+13241.7+1.73348j,-8.4413e-06+4.61337e-06j,+0+0j,+224869-418083j,+56416.8+212734j,+0+0j,+0+0j,+0+0j,+0+0j,+223723-419591j,+0+0j,+0+0j,+63040.9-231296j,+84035.9-100777j,+33971.3-231769j,+6.52359e-09+1.46152e-08j,+33916.3-231882j,+447.524-232352j,+248.895-232825j,+0+0j,+125.422-233090j,+0+0j,+77223.5-101380j,+0+0j,+42280.9-101742j,+18714.8-101955j,+23401.6+58.3483j,+0+0j,+23400.6+31.7645j,+0+0j,+23403.6+6.41111j,+13711.4+1.43922j,+25849.7+1.28417j,+25847.9+1.04195j,+1.26111e-07-1.87605e-06j,+1.47316e-07-1.89318e-06j,+0+0j,+30191.7+212349j,+0+0j,+0+0j,+49465.2+35.7015j,-19414.1+212136j,+25184+14.2333j,+0+0j,-19637.4+211930j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+248508-179390j,+703683-411240j,+393239-269660j,+281717-204068j,+30365.4+212543j
2016-01-02 01:00:00 PST,+10020.7+0.711818j,+0+0j,+667939-417819j,+0+0j,+0+0j,+0+0j,+668129-421286j,+5500.27+0.273412j,+0+0j,+662742-423593j,+0+0j,+0+0j,+283874-156751j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44262.1+22147.9j,+0+0j,+44247.8+22149.8j,-3.65433e-07+3.89232e-06j,+0+0j,-3.52543e-07+3.9651e-06j,+0+0j,-3.85764e-07+3.97303e-06j,+0+0j,+0+0j,+0+0j,-3.55163e-07+3.97896e-06j,-3.80919e-07+3.98348e-06j,-4.09345e-07+3.96321e-06j,+0+0j,+0+0j,+17193.7-21381.8j,+205877-169021j,+0+0j,+17190.6-21407.4j,+7340.69+0.697169j,+0+0j,+205707-169320j,+44349.5+22199.5j,+161188-191822j,+0+0j,+161100-192034j,+0+0j,+77844.7+55617j,+58107.6-210076j,+17614.4-210287j,+17484.5-210482j,+17338.9-210695j,+378836-272073j,+378838-273024j,+12860+3.15457j,+365964-273614j,+12860.6+1.40282j,+21537.1-21502.8j,+343714-254103j,+11701.3+1.35321j,+7.48907e-08+8.36017e-06j,+0+0j,+214295-418430j,+55570.6+212964j,+0+0j,+0+0j,+0+0j,+0+0j,+213171-419913j,+0+0j,+0+0j,+58577-231510j,+77837.5-100907j,+31579.9-231980j,+1.6311e-08+1.30652e-08j,+31524.6-232093j,+454.812-232563j,+251.033-233038j,+0+0j,+126.392-233302j,+0+0j,+71934.3-101477j,+0+0j,+39506.1-101822j,+18782.4-102022j,+20560.2+49.821j,+0+0j,+20559.7+26.8091j,+0+0j,+20562.8+4.95673j,+12121.1+1.12331j,+24729.1+0.518371j,+24727.4+0.512661j,+1.01365e-05+1.46478e-06j,+1.01421e-05+1.46126e-06j,+0+0j,+30468.1+212581j,+0+0j,+0+0j,+46401+31.3623j,-16075.5+212369j,+23592.3+12.4828j,+0+0j,-16296.4+212162j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+239212-180414j,+677716-413385j,+378770-270144j,+270281-204238j,+30640.5+212774j
2016-01-02 02:00:00 PST,+9520.63+0.642533j,+0+0j,+658159-418590j,+0+0j,+0+0j,+0+0j,+658342-422000j,+5200.24+0.244388j,+0+0j,+653251-424269j,+0+0j,+0+0j,+280145-157185j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44267.2+22150.9j,+0+0j,+44253.3+22152.6j,+3.51198e-06+2.8182e-06j,+0+0j,+3.49325e-06+2.86109e-06j,+0+0j,+3.52186e-06+2.84671e-06j,+0+0j,+0+0j,+0+0j,+3.512e-06+2.87361e-06j,+3.48801e-06+2.86117e-06j,+3.49323e-06+2.88204e-06j,+0+0j,+0+0j,+16820.1-21381.4j,+203041-169119j,+0+0j,+16816.9-21406.6j,+6960.62+0.626746j,+0+0j,+202873-169412j,+44356.2+22202.9j,+158348-191911j,+0+0j,+158262-192120j,+0+0j,+77857.7+55626.3j,+55244.4-210171j,+16282-210381j,+16151.7-210576j,+16006.1-210787j,+373067-272229j,+373067-273163j,+12239.9+2.87328j,+360813-273743j,+12240.6+1.27073j,+20963.7-21501.5j,+339147-254206j,+11121.2+1.22221j,+2.06886e-05-8.8919e-07j,+0+0j,+210125-418563j,+55149.9+213051j,+0+0j,+0+0j,+0+0j,+0+0j,+209009-420037j,+0+0j,+0+0j,+56719.1-231593j,+75488.6-100956j,+30593.1-232062j,-6.75454e-09-9.82672e-09j,+30537.7-232175j,+457.605-232646j,+251.839-233121j,+0+0j,+126.755-233385j,+0+0j,+69888.6-101513j,+0+0j,+38491.9-101852j,+18809-102049j,+19519.8+46.7965j,+0+0j,+19519.5+25.0662j,+0+0j,+19522.5+4.46808j,+11521+1.01435j,+24268.9+0.223308j,+24267.2+0.308353j,-4.1546e-06-5.21003e-06j,-4.15869e-06-5.23946e-06j,+0+0j,+30508.5+212668j,+0+0j,+0+0j,+45109.2+29.6189j,-14744.2+212458j,+22921.6+11.7801j,+0+0j,-14964.2+212250j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+235487-180827j,+667443-414234j,+373007-270333j,+265683-204304j,+30680.3+212861j
2016-01-02 03:00:00 PST,+9520.63+0.642532j,+0+0j,+657782-418624j,+0+0j,+0+0j,+0+0j,+657964-422032j,+5200.24+0.244387j,+0+0j,+652874-424299j,+0+0j,+0+0j,+279994-157204j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44267.8+22151.2j,+0+0j,+44253.9+22152.9j,+5.9101e-06-1.026e-05j,+0+0j,+5.93556e-06-1.02162e-05j,+0+0j,+5.91981e-06-1.02199e-05j,+0+0j,+0+0j,+0+0j,+5.91338e-06-1.02197e-05j,+5.9107e-06-1.02274e-05j,+5.9051e-06-1.02382e-05j,+0+0j,+0+0j,+16820.6-21381.3j,+202915-169122j,+0+0j,+16817.4-21406.5j,+6960.62+0.626737j,+0+0j,+202747-169415j,+44356.9+22203.3j,+158222-191914j,+0+0j,+158136-192123j,+0+0j,+77859+55627.2j,+55116.1-210175j,+16203.8-210385j,+16073.4-210580j,+15927.8-210791j,+372841-272237j,+372841-273171j,+12239.9+2.87325j,+360587-273751j,+12240.6+1.27072j,+20964.2-21501.4j,+338921-254212j,+11121.2+1.2222j,+2.4333e-06-6.88355e-07j,+0+0j,+209979-418570j,+55067.7+213055j,+0+0j,+0+0j,+0+0j,+0+0j,+208863-420044j,+0+0j,+0+0j,+56619-231599j,+75440.1-100958j,+30543.2-232068j,-2.74504e-08+9.36767e-09j,+30487.7-232181j,+457.681-232652j,+251.85-233127j,+0+0j,+126.76-233391j,+0+0j,+69840.1-101515j,+0+0j,+38493.5-101854j,+18810.6-102050j,+19519.8+46.7968j,+0+0j,+19519.5+25.0652j,+0+0j,+19522.5+4.46794j,+11521+1.01432j,+24208.8+0.185741j,+24207.1+0.282576j,+7.55718e-06-6.99544e-06j,+7.56666e-06-6.99283e-06j,+0+0j,+30486.4+212672j,+0+0j,+0+0j,+45009.1+29.4878j,-14666.2+212462j,+22871.6+11.7285j,+0+0j,-14886.1+212254j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+235336-180845j,+667065-414270j,+372781-270343j,+265455-204309j,+30658.2+212865j
2016-01-02 04:00:00 PST,+9330.61+0.617211j,+0+0j,+671464-417275j,+0+0j,+0+0j,+0+0j,+671637-420736j,+5150.24+0.239776j,+0+0j,+666589-423039j,+0+0j,+0+0j,+285570-156457j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44242+22137.6j,+0+0j,+44227.4+22139.7j,+1.70584e-06+1.10718e-06j,+0+0j,+1.70927e-06+1.1445e-06j,+0+0j,+1.68828e-06+1.15859e-06j,+0+0j,+0+0j,+0+0j,+1.74006e-06+1.20068e-06j,+1.69489e-06+1.16378e-06j,+1.68694e-06+1.19014e-06j,+0+0j,+0+0j,+16702.3-21376.9j,+207655-168967j,+0+0j,+16699.1-21402j,+6850.6+0.607474j,+0+0j,+207481-169268j,+44325.4+22187.5j,+162982-191759j,+0+0j,+162892-191973j,+0+0j,+77799.5+55584.8j,+59949.9-209995j,+19240.8-210206j,+19110.9-210400j,+18964.7-210612j,+380960-271812j,+380959-272763j,+11949.9+2.7479j,+368993-273354j,+11950.5+1.21179j,+20725.1-21498j,+347544-253859j,+10891.2+1.17285j,+1.00989e-05+1.16838e-05j,+0+0j,+215277-418185j,+58412.1+212893j,+0+0j,+0+0j,+0+0j,+0+0j,+214154-419664j,+0+0j,+0+0j,+60611.5-231326j,+76816.5-100869j,+32431.4-231796j,-4.95491e-09+5.70182e-09j,+32375.8-231909j,+454.788-232377j,+251.498-232849j,+0+0j,+126.564-233112j,+0+0j,+71265.7-101433j,+0+0j,+38098.8-101776j,+18776-101970j,+19159.9+45.7636j,+0+0j,+19159.5+24.5232j,+0+0j,+19162.4+4.30481j,+11281+0.973605j,+26380.1+1.66119j,+26378.2+1.29588j,+5.88498e-06-3.21001e-06j,+5.90171e-06-3.20423e-06j,+0+0j,+31659+212505j,+0+0j,+0+0j,+49214.8+35.2525j,-17696.7+212289j,+24973.8+13.9984j,+0+0j,-17918.8+212081j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+240912-180110j,+680564-412862j,+380898-269880j,+274111-204049j,+31831.5+212700j
2016-01-02 05:00:00 PST,+10210.7+0.739317j,+0+0j,+717692-412996j,+0+0j,+0+0j,+0+0j,+717862-416692j,+5550.27+0.278623j,+0+0j,+712410-419151j,+0+0j,+0+0j,+303768-154096j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44187.5+22108.5j,+0+0j,+44171+22111.5j,-6.97103e-06+2.80923e-06j,+0+0j,-7.03976e-06+2.77482e-06j,+0+0j,-7.02556e-06+2.82705e-06j,+0+0j,+0+0j,+0+0j,-6.99965e-06+2.80351e-06j,-7.04407e-06+2.78947e-06j,-7.05805e-06+2.79199e-06j,+0+0j,+0+0j,+17274.4-21370.4j,+222313-168483j,+0+0j,+17271.2-21396j,+7450.71+0.7196j,+0+0j,+222125-168812j,+44256.9+22153.2j,+177680-191297j,+0+0j,+177582-191527j,+0+0j,+77669.8+55492.2j,+74824.6-209479j,+27549.4-209698j,+27420.6-209892j,+27273.4-210108j,+408558-270662j,+408555-271686j,+13150+3.29585j,+395386-272322j,+13150.7+1.46878j,+21734.9-21495.1j,+372861-252970j,+11931.4+1.40936j,+1.60171e-05-3.47741e-06j,+0+0j,+234101-417212j,+64974.7+212438j,+0+0j,+0+0j,+0+0j,+0+0j,+232942-418726j,+0+0j,+0+0j,+71653.3-230673j,+84793.7-100602j,+38182.2-231149j,-1.57598e-08+4.2203e-09j,+38126.6-231261j,+443.605-231725j,+248.977-232192j,+0+0j,+125.382-232455j,+0+0j,+78832.9-101208j,+0+0j,+39740.9-101575j,+18656.3-101773j,+20921.2+50.9064j,+0+0j,+20920.1+27.5942j,+0+0j,+20922.9+5.15614j,+12361.2+1.17258j,+31203+5.81614j,+31200.8+4.1432j,+3.60076e-06-1.23818e-05j,+3.63186e-06-1.2355e-05j,+0+0j,+33395.7+212040j,+0+0j,+0+0j,+59250.5+51.1491j,-25989.4+211809j,+30020+20.2751j,+0+0j,-26218+211602j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+259098-177825j,+727674-408282j,+408480-268580j,+299539-203413j,+33570.4+212238j
2016-01-02 06:00:00 PST,+12671.1+1.13895j,+0+0j,+796968-405778j,+0+0j,+0+0j,+0+0j,+797131-409933j,+7250.47+0.475851j,+0+0j,+789970-412698j,+0+0j,+0+0j,+334354-150248j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44107+22065.1j,+0+0j,+44087.5+22069.6j,+9.95855e-06+3.94541e-06j,+0+0j,+9.96804e-06+3.95821e-06j,+0+0j,+9.93494e-06+3.93953e-06j,+0+0j,+0+0j,+0+0j,+9.97367e-06+3.96083e-06j,+9.94213e-06+3.9372e-06j,+9.92e-06+3.94175e-06j,+0+0j,+0+0j,+19216.5-21361.7j,+246412-167572j,+0+0j,+19213.4-21389.1j,+9441.14+1.15795j,+0+0j,+246201-167952j,+44157+22103.2j,+201834-190440j,+0+0j,+201722-190701j,+0+0j,+77480.7+55357j,+99245.3-208551j,+40752.4-208789j,+40625.2-208985j,+40476.6-209210j,+455488-268776j,+455484-269939j,+16010.3+4.79949j,+439449-270662j,+16011+2.18016j,+24503.4-21493j,+414034-251567j,+14752.1+2.15856j,-4.39248e-06-1.48584e-06j,+0+0j,+266457-415649j,+73881.2+211629j,+0+0j,+0+0j,+0+0j,+0+0j,+265224-417237j,+0+0j,+0+0j,+88621.9-229665j,+100482-100136j,+46902.8-230156j,+1.80575e-09+1.96403e-08j,+46847.3-230267j,+422.664-230726j,+243.718-231185j,+0+0j,+122.928-231449j,+0+0j,+92795-100832j,+0+0j,+44780-101248j,+18449.5-101466j,+26165+67.0914j,+0+0j,+26162.1+37.2545j,+0+0j,+26164.5+8.05899j,+15271.8+1.79871j,+38868.5+14.9263j,+38865.6+10.3585j,-2.49829e-06+5.78118e-06j,-2.4884e-06+5.77917e-06j,+0+0j,+34629.4+211214j,+0+0j,+0+0j,+73668.3+79.366j,-39164.1+210960j,+37341.1+31.4813j,+0+0j,-39404.5+210752j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+289651-174136j,+809427-400461j,+455381-266409j,+340884-202446j,+34808.9+211416j
2016-01-02 07:00:00 PST,+15751.7+1.7601j,+0+0j,+840954-402142j,+0+0j,+0+0j,+0+0j,+841168-406643j,+9450.8+0.808456j,+0+0j,+831834-409637j,+0+0j,+0+0j,+350769-148319j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44101.9+22061j,+0+0j,+44080.8+22066.3j,+2.75414e-06+1.2341e-05j,+0+0j,+2.73384e-06+1.23596e-05j,+0+0j,+2.76621e-06+1.24294e-05j,+0+0j,+0+0j,+0+0j,+2.7368e-06+1.23895e-05j,+2.73573e-06+1.23857e-05j,+2.67623e-06+1.23759e-05j,+0+0j,+0+0j,+21719.3-21367j,+258248-167052j,+0+0j,+21716.1-21396.8j,+11971.8+1.86247j,+0+0j,+258033-167462j,+44149.3+22099.4j,+213670-189978j,+0+0j,+213554-190259j,+0+0j,+77465.4+55346.3j,+111141-208092j,+45646.5-208344j,+45520.8-208544j,+45372.6-208775j,+480993-268153j,+481002-269413j,+19530.9+7.02553j,+461448-270197j,+19531.4+3.24382j,+27995.6-21503.2j,+432488-251242j,+18273.3+3.31216j,+9.7797e-06-6.44853e-06j,+0+0j,+286279-415192j,+72584.8+211226j,+0+0j,+0+0j,+0+0j,+0+0j,+284990-416842j,+0+0j,+0+0j,+95800.7-229442j,+113235-99908.7j,+50736.1-229942j,-1.07335e-09+1.76744e-09j,+50681.3-230052j,+408.79-230512j,+239.513-230971j,+0+0j,+121.037-231237j,+0+0j,+103318-100686j,+0+0j,+51269.2-101142j,+18329.8-101391j,+32770.5+89.3515j,+0+0j,+32765.4+50.6607j,+0+0j,+32767+12.5954j,+18902.7+2.76046j,+38467.8+14.3871j,+38465.3+10.0145j,+1.34261e-05+3.01185e-06j,+1.34115e-05+3.01532e-06j,+0+0j,+33729.9+210815j,+0+0j,+0+0j,+77657.3+88.4439j,-44050.3+210556j,+39484.8+35.2144j,+0+0j,-44296.2+210350j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+306035-172339j,+856456-396339j,+480848-265594j,+359447-202284j,+33911.5+211017j
2016-01-02 08:00:00 PST,+13311.2+1.256j,+0+0j,+714963-414189j,+0+0j,+0+0j,+0+0j,+715220-418006j,+7250.47+0.475004j,+0+0j,+708124-420545j,+0+0j,+0+0j,+301549-154688j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44266.4+22148.6j,+0+0j,+44250.6+22151.3j,+1.28713e-05-3.64802e-06j,+0+0j,+1.28735e-05-3.65373e-06j,+0+0j,+1.28822e-05-3.60298e-06j,+0+0j,+0+0j,+0+0j,+1.29078e-05-3.57872e-06j,+1.28801e-05-3.60928e-06j,+1.2881e-05-3.59873e-06j,+0+0j,+0+0j,+19540.8-21393.1j,+218743-168580j,+0+0j,+19537.7-21420.7j,+9721.21+1.22275j,+0+0j,+218568-168908j,+44351+22200.3j,+174042-191441j,+0+0j,+173951-191673j,+0+0j,+77846+55618j,+71015.6-209695j,+22697.4-209918j,+22568.6-210118j,+22422.6-210337j,+406616-271613j,+406633-272661j,+17130.5+5.44274j,+389492-273313j,+17131.1+2.48808j,+25352.9-21520j,+363386-253936j,+15552.4+2.3899j,+6.97127e-08+9.47613e-06j,+0+0j,+235427-418158j,+54230.8+212639j,+0+0j,+0+0j,+0+0j,+0+0j,+234256-419697j,+0+0j,+0+0j,+66445.5-231369j,+91250.3-100723j,+36164.6-231847j,+7.26849e-10-1.44396e-08j,+36109.8-231960j,+441.629-232433j,+246.988-232909j,+0+0j,+124.648-233177j,+0+0j,+83574.6-101366j,+0+0j,+46095.3-101749j,+18645.2-101978j,+27284.1+70.5733j,+0+0j,+27282.1+38.9617j,+0+0j,+27284.9+8.74664j,+16112+1.98769j,+24318.6+0.25334j,+24317.2+0.347387j,+9.56746e-06-5.81406e-06j,+9.53628e-06-5.85177e-06j,+0+0j,+29532.3+212257j,+0+0j,+0+0j,+50536.8+37.3197j,-21146+212043j,+25794.7+14.9238j,+0+0j,-21372.1+211837j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256858-178487j,+727969-409266j,+406509-269486j,+290101-204197j,+29708+212451j
